id,Date,Rain,Temp Max,Temp Min
0,01-01-1951,0.0,28.94000053,15.57999992
1,01-02-1951,0.0,27.88999939,13.85999966
2,01-03-1951,0.0,27.31999969,12.38000011
3,01-04-1951,0.0,27.67000008,13.06000042
4,01-05-1951,0.0,28.31999969,14.78999996
5,01-06-1951,0.0,28.53000069,14.63000011
6,01-07-1951,0.0,27.43000031,12.64000034
7,01-08-1951,0.0,28.01000023,13.60000038
8,01-09-1951,0.0,29.0,13.90999985
9,01-10-1951,0.0,29.10000038,12.98999977
10,01-11-1951,0.0,29.35000038,13.61999989
11,01-12-1951,0.0,29.20999908,15.05000019
12,13-01-1951,0.0,30.10000038,16.86000061
13,14-01-1951,0.0,29.63999939,16.54000092
14,15-01-1951,0.0,29.43000031,15.77000046
15,16-01-1951,0.0,28.97999954,16.69000053
16,17-01-1951,0.0,29.70999908,18.45000076
17,18-01-1951,0.0,29.88999939,17.38999939
18,19-01-1951,0.0,30.52000046,17.38999939
19,20-01-1951,0.0,30.47999954,18.52000046
20,21-01-1951,0.0,30.36000061,17.86000061
21,22-01-1951,0.0,30.37000084,17.56999969
22,23-01-1951,0.0,29.79999924,17.51000023
23,24-01-1951,0.0,30.09000015,17.69000053
24,25-01-1951,0.0,30.32999992,16.29000092
25,26-01-1951,0.0,30.45999908,16.14999962
26,27-01-1951,0.0,30.35000038,16.15999985
27,28-01-1951,0.0,30.90999985,15.96000004
28,29-01-1951,0.0,30.64999962,16.18000031
29,30-01-1951,0.0,29.84000015,16.35000038
30,31-01-1951,0.0,30.26000023,16.25
31,02-01-1951,0.0,30.70000076,16.0
32,02-02-1951,0.0,30.79000092,15.35999966
33,02-03-1951,0.0,31.68000031,16.80999947
34,02-04-1951,0.0,31.67000008,18.05999947
35,02-05-1951,0.0,31.02000046,17.72999954
36,02-06-1951,0.0,30.82999992,17.29000092
37,02-07-1951,0.0,30.56999969,15.64000034
38,02-08-1951,0.0,30.80999947,17.09000015
39,02-09-1951,0.0,31.29999924,16.87000084
40,02-10-1951,0.0,32.11999893,18.78000069
41,02-11-1951,0.0,32.38000107,17.42000008
42,02-12-1951,0.0,33.77999878,17.86000061
43,13-02-1951,0.0,34.06000137,17.84000015
44,14-02-1951,0.0,33.75,17.02000046
45,15-02-1951,0.0,33.06999969,15.86999989
46,16-02-1951,0.0,32.77999878,14.94999981
47,17-02-1951,0.0,32.95000076,16.03000069
48,18-02-1951,0.0,33.15000153,16.27000046
49,19-02-1951,0.0,33.13999939,15.68000031
50,20-02-1951,0.0,34.18999863,16.25
51,21-02-1951,0.0,34.56999969,16.75
52,22-02-1951,0.0,34.33000183,16.37000084
53,23-02-1951,0.0,34.79000092,16.64999962
54,24-02-1951,0.0,36.02999878,18.22999954
55,25-02-1951,0.0,36.43000031,18.17000008
56,26-02-1951,0.0,36.25999832,18.89999962
57,27-02-1951,0.0,36.49000168,18.38999939
58,28-02-1951,0.0,37.04000092,19.28000069
59,03-01-1951,0.0,36.88000107,19.81999969
60,03-02-1951,0.0,36.95000076,18.67000008
61,03-03-1951,0.0,36.36000061,17.96999931
62,03-04-1951,0.0,35.34000015,18.45999908
63,03-05-1951,0.0,36.13000107,19.68000031
64,03-06-1951,0.0,36.54999924,19.55999947
65,03-07-1951,0.0,36.15999985,18.95999908
66,03-08-1951,0.0,36.06000137,18.59000015
67,03-09-1951,0.0,36.68999863,18.85000038
68,03-10-1951,0.0,36.68000031,20.72999954
69,03-11-1951,0.0,36.68999863,20.20000076
70,03-12-1951,0.0,37.65999985,20.06999969
71,13-03-1951,0.0,37.70000076,19.86000061
72,14-03-1951,0.0,37.40999985,19.88999939
73,15-03-1951,0.0,37.13000107,21.31999969
74,16-03-1951,0.0,36.08000183,21.64999962
75,17-03-1951,0.0,36.72999954,22.20999908
76,18-03-1951,0.0,37.36000061,22.95000076
77,19-03-1951,0.0,38.5,22.92000008
78,20-03-1951,0.0,38.27999878,21.84000015
79,21-03-1951,0.0,38.18999863,22.44000053
80,22-03-1951,3.091333389,37.34999847,21.53000069
81,23-03-1951,0.0,37.56000137,22.05999947
82,24-03-1951,0.0,37.81000137,23.87999916
83,25-03-1951,27.18592834,35.84000015,22.75
84,26-03-1951,0.215761334,35.22000122,22.95000076
85,27-03-1951,1.919659138,35.11999893,21.96999931
86,28-03-1951,9.931933403,31.69000053,21.84000015
87,29-03-1951,0.0,34.31000137,21.52000046
88,30-03-1951,0.0,34.18000031,21.34000015
89,31-03-1951,0.0,33.38000107,21.70999908
90,04-01-1951,0.0,34.52999878,22.55999947
91,04-02-1951,0.0,35.45999908,24.90999985
92,04-03-1951,0.0,36.15000153,24.10000038
93,04-04-1951,0.0,35.02999878,24.61000061
94,04-05-1951,0.0,36.70999908,24.90999985
95,04-06-1951,0.0,37.38999939,25.20000076
96,04-07-1951,0.0,36.97999954,24.48999977
97,04-08-1951,0.0,37.79000092,24.79000092
98,04-09-1951,0.0,37.81999969,23.95999908
99,04-10-1951,0.0,37.70999908,23.54999924
100,04-11-1951,0.0,36.90000153,24.70000076
101,04-12-1951,0.0,36.43000031,22.72999954
102,13-04-1951,0.0,35.09000015,24.03000069
103,14-04-1951,0.0,35.88999939,24.52000046
104,15-04-1951,0.0,35.81000137,24.23999977
105,16-04-1951,0.0,37.54000092,24.04999924
106,17-04-1951,0.0,38.43000031,23.94000053
107,18-04-1951,0.0,37.63000107,24.31999969
108,19-04-1951,2.639790535,38.36999893,25.61000061
109,20-04-1951,8.486737251,35.68999863,23.06999969
110,21-04-1951,0.0,35.06999969,23.77000046
111,22-04-1951,0.0,37.25,23.94000053
112,23-04-1951,0.0,37.56999969,24.45000076
113,24-04-1951,0.0,38.61000061,24.70000076
114,25-04-1951,0.0,39.11999893,25.62000084
115,26-04-1951,0.0,38.72999954,26.5
116,27-04-1951,4.928524494,39.02000046,24.34000015
117,28-04-1951,0.0,38.79999924,25.87999916
118,29-04-1951,0.0,39.68000031,25.45999908
119,30-04-1951,3.578678131,38.93000031,24.73999977
120,05-01-1951,1.974886179,38.06999969,23.94000053
121,05-02-1951,0.0,38.54000092,25.95999908
122,05-03-1951,1.771438241,39.11000061,24.44000053
123,05-04-1951,0.501942277,38.36999893,25.30999947
124,05-05-1951,0.0,38.15000153,25.54999924
125,05-06-1951,0.0,39.15999985,25.5
126,05-07-1951,0.0,39.58000183,27.23999977
127,05-08-1951,0.0,39.81000137,27.25
128,05-09-1951,0.0,41.49000168,27.20000076
129,05-10-1951,0.0,41.16999817,27.87999916
130,05-11-1951,0.0,41.70000076,28.18000031
131,05-12-1951,0.0,42.09999847,28.02000046
132,13-05-1951,0.0,39.27999878,27.70000076
133,14-05-1951,0.0,42.40000153,28.19000053
134,15-05-1951,0.0,43.00999832,28.77000046
135,16-05-1951,0.0,42.41999817,28.04999924
136,17-05-1951,0.0,42.5,28.71999931
137,18-05-1951,1.300790429,41.79000092,24.20999908
138,19-05-1951,0.0,39.54999924,26.5
139,20-05-1951,0.0,40.95999908,27.25
140,21-05-1951,0.0,41.18000031,28.01000023
141,22-05-1951,0.0,40.90999985,28.26000023
142,23-05-1951,7.146490574,38.56999969,26.13999939
143,24-05-1951,2.662721872,38.72999954,24.44000053
144,25-05-1951,1.9523592,38.38000107,24.39999962
145,26-05-1951,0.0,38.13000107,25.94000053
146,27-05-1951,0.868352175,38.40999985,26.29999924
147,28-05-1951,2.198613644,37.74000168,27.37000084
148,29-05-1951,0.119338579,39.97000122,25.87000084
149,30-05-1951,0.429618865,36.49000168,23.97999954
150,31-05-1951,0.119338579,38.36000061,24.69000053
151,06-01-1951,0.0,36.25,24.77000046
152,06-02-1951,0.0,36.86999893,24.60000038
153,06-03-1951,0.179007858,35.79000092,23.42000008
154,06-04-1951,5.013590813,37.70999908,25.5
155,06-05-1951,9.947642326,36.88999939,23.53000069
156,06-06-1951,8.714156151,35.65000153,25.17000008
157,06-07-1951,0.0,35.79000092,26.05999947
158,06-08-1951,0.0,37.40000153,26.29999924
159,06-09-1951,0.0,38.45999908,25.36000061
160,06-10-1951,0.0,37.52999878,26.39999962
161,06-11-1951,0.0,36.0,25.68000031
162,06-12-1951,0.0,36.54999924,24.67000008
163,13-06-1951,0.0,35.18000031,25.48999977
164,14-06-1951,0.0,36.25999832,25.06999969
165,15-06-1951,0.0,36.68999863,25.46999931
166,16-06-1951,0.0,35.59000015,24.69000053
167,17-06-1951,0.0,36.99000168,24.5
168,18-06-1951,1.769242883,35.83000183,24.38999939
169,19-06-1951,0.0,36.20999908,25.10000038
170,20-06-1951,3.187886953,36.54000092,24.70999908
171,21-06-1951,15.01698875,34.97999954,24.10000038
172,22-06-1951,17.15566635,35.43000031,23.59000015
173,23-06-1951,10.94476604,32.88999939,23.13999939
174,24-06-1951,13.26723385,31.73999977,22.85000038
175,25-06-1951,0.0,30.43000031,23.20000076
176,26-06-1951,0.976565778,30.87000084,21.70000076
177,27-06-1951,16.56231308,28.70000076,22.04000092
178,28-06-1951,1.67621994,31.35000038,22.71999931
179,29-06-1951,0.0,33.04000092,23.21999931
180,30-06-1951,0.0,34.29000092,24.03000069
181,07-01-1951,0.0,35.27000046,23.88999939
182,07-02-1951,0.0,35.81000137,24.30999947
183,07-03-1951,1.319895267,36.22999954,24.70000076
184,07-04-1951,0.0,35.13000107,24.22999954
185,07-05-1951,0.238677159,34.58000183,24.17000008
186,07-06-1951,0.0,33.93000031,24.81999969
187,07-07-1951,14.76497746,34.04000092,22.42000008
188,07-08-1951,11.26773262,30.07999992,22.42000008
189,07-09-1951,0.803452253,29.02000046,22.17000008
190,07-10-1951,0.358015716,33.50999832,24.34000015
191,07-11-1951,0.0,34.06999969,24.29999924
192,07-12-1951,44.22423172,34.20999908,22.05999947
193,13-07-1951,0.119338579,30.13999939,23.09000015
194,14-07-1951,0.0,31.30999947,23.32999992
195,15-07-1951,9.517139435,32.52999878,24.71999931
196,16-07-1951,7.449065208,33.84000015,23.01000023
197,17-07-1951,17.86408806,31.70000076,23.17000008
198,18-07-1951,0.560979426,31.38999939,23.20000076
199,19-07-1951,0.0,28.79999924,21.97999954
200,20-07-1951,6.494011879,27.87999916,21.69000053
201,21-07-1951,24.82524681,27.23999977,22.35000038
202,22-07-1951,32.70929337,27.70000076,21.85000038
203,23-07-1951,9.205909729,27.98999977,22.60000038
204,24-07-1951,6.262153149,29.21999931,22.56999969
205,25-07-1951,5.42848587,27.5,21.97999954
206,26-07-1951,0.931880951,26.38999939,21.98999977
207,27-07-1951,0.0,28.53000069,22.28000069
208,28-07-1951,0.0,31.07999992,22.78000069
209,29-07-1951,0.0,32.29000092,22.96999931
210,30-07-1951,19.41635513,30.64999962,23.06999969
211,31-07-1951,25.26832962,27.56999969,21.96999931
212,08-01-1951,0.27543062,27.28000069,22.19000053
213,08-02-1951,4.339442253,29.70999908,22.57999992
214,08-03-1951,17.00202942,30.04999924,22.56999969
215,08-04-1951,15.11560249,29.20999908,21.95000076
216,08-05-1951,17.93618393,26.37999916,21.70000076
217,08-06-1951,0.0,28.69000053,22.15999985
218,08-07-1951,0.0,28.29999924,22.21999931
219,08-08-1951,0.119338579,27.31999969,22.47999954
220,08-09-1951,0.179007858,29.86000061,22.69000053
221,08-10-1951,0.0,31.43000031,22.81999969
222,08-11-1951,0.0,31.40999985,23.09000015
223,08-12-1951,1.028303742,31.12000084,22.64999962
224,13-08-1951,6.416240215,29.93000031,22.82999992
225,14-08-1951,0.0,30.79000092,22.61000061
226,15-08-1951,0.50617069,32.15999985,23.29000092
227,16-08-1951,0.0,32.16999817,22.97999954
228,17-08-1951,1.675587654,30.84000015,22.34000015
229,18-08-1951,0.0,30.30999947,22.28000069
230,19-08-1951,0.0,31.77000046,22.89999962
231,20-08-1951,0.215761334,32.56999969,23.37000084
232,21-08-1951,0.521612644,32.95000076,23.25
233,22-08-1951,0.0,32.31999969,23.20999908
234,23-08-1951,0.0,30.06999969,22.92000008
235,24-08-1951,0.0,30.85000038,22.35000038
236,25-08-1951,1.697113156,32.49000168,23.27000046
237,26-08-1951,2.290215969,31.37999916,22.92000008
238,27-08-1951,13.28939056,31.25,23.85000038
239,28-08-1951,0.0,31.37000084,23.14999962
240,29-08-1951,12.00722313,31.20999908,22.48999977
241,30-08-1951,3.016823769,31.59000015,23.31999969
242,31-08-1951,4.435027599,30.46999931,21.98999977
243,09-01-1951,5.645596504,29.79000092,22.39999962
244,09-02-1951,3.204018354,29.27000046,22.18000031
245,09-03-1951,0.0,31.19000053,23.05999947
246,09-04-1951,0.0,30.79000092,23.04999924
247,09-05-1951,0.457714975,29.32999992,22.65999985
248,09-06-1951,0.0,28.04000092,21.36000061
249,09-07-1951,4.561738968,27.15999985,21.17000008
250,09-08-1951,14.17442322,27.29999924,21.93000031
251,09-09-1951,20.49250031,31.13999939,22.37999916
252,09-10-1951,1.207824945,30.68000031,22.70000076
253,09-11-1951,0.0,30.70999908,22.68000031
254,09-12-1951,0.0,30.95000076,22.60000038
255,13-09-1951,0.0,31.36000061,22.5
256,14-09-1951,0.0,32.31000137,22.29000092
257,15-09-1951,0.0,33.02000046,23.09000015
258,16-09-1951,0.0,33.70999908,23.65999985
259,17-09-1951,3.279572487,33.91999817,23.20000076
260,18-09-1951,2.761745214,33.27999878,23.31999969
261,19-09-1951,0.0,33.13999939,23.70000076
262,20-09-1951,0.0,33.56999969,23.23999977
263,21-09-1951,0.0,33.61999893,24.12000084
264,22-09-1951,13.76159477,32.79999924,23.29999924
265,23-09-1951,0.0,33.91999817,23.81999969
266,24-09-1951,0.0,33.86000061,22.77000046
267,25-09-1951,0.612855136,33.11999893,22.80999947
268,26-09-1951,11.4622488,32.36000061,23.02000046
269,27-09-1951,13.52884007,33.11999893,23.22999954
270,28-09-1951,5.879554749,31.17000008,22.96999931
271,29-09-1951,14.43359661,31.53000069,23.18000031
272,30-09-1951,25.05863953,30.39999962,21.98999977
273,10-01-1951,49.47986984,30.62000084,22.92000008
274,10-02-1951,8.673933983,30.21999931,23.19000053
275,10-03-1951,8.036379814,30.47999954,23.42000008
276,10-04-1951,0.986688554,29.89999962,23.32999992
277,10-05-1951,0.0,32.25999832,22.0
278,10-06-1951,0.0,33.13999939,22.90999985
279,10-07-1951,0.0,33.77000046,21.92000008
280,10-08-1951,0.560979426,34.0,22.20000076
281,10-09-1951,0.0,32.95000076,22.45999908
282,10-10-1951,0.0,33.83000183,22.29999924
283,10-11-1951,0.0,33.72999954,22.87999916
284,10-12-1951,0.0,33.56000137,22.59000015
285,13-10-1951,0.0,33.45999908,22.98999977
286,14-10-1951,0.0,33.93000031,23.22999954
287,15-10-1951,3.753964663,33.43000031,22.68000031
288,16-10-1951,9.548134804,33.70000076,21.79000092
289,17-10-1951,0.0,32.13000107,21.98999977
290,18-10-1951,3.36101079,32.88999939,22.81999969
291,19-10-1951,0.0,31.56999969,22.98999977
292,20-10-1951,0.183236241,32.83000183,22.77000046
293,21-10-1951,1.771438241,32.97999954,21.43000031
294,22-10-1951,0.0,33.52999878,21.53000069
295,23-10-1951,0.0,33.79000092,21.75
296,24-10-1951,3.542876482,33.86999893,21.64999962
297,25-10-1951,0.0,33.95000076,19.98999977
298,26-10-1951,0.0,32.83000183,19.37000084
299,27-10-1951,0.0,32.25,20.48999977
300,28-10-1951,0.0,31.54000092,21.5
301,29-10-1951,17.09776497,31.81999969,21.54000092
302,30-10-1951,0.0,32.22999954,20.48999977
303,31-10-1951,0.0,32.47000122,21.37000084
304,11-01-1951,0.0,31.19000053,21.18000031
305,11-02-1951,0.0,31.07999992,21.65999985
306,11-03-1951,0.0,31.15999985,21.87999916
307,11-04-1951,0.0,31.06999969,21.62000084
308,11-05-1951,0.0,31.0,21.20000076
309,11-06-1951,0.0,30.96999931,21.12999916
310,11-07-1951,0.0,30.98999977,21.57999992
311,11-08-1951,0.0,31.12999916,21.79000092
312,11-09-1951,0.0,31.27000046,21.65999985
313,11-10-1951,0.0,31.86000061,18.60000038
314,11-11-1951,0.0,31.18000031,17.36000061
315,11-12-1951,0.0,30.46999931,16.45999908
316,13-11-1951,0.0,29.84000015,16.21999931
317,14-11-1951,0.0,29.54999924,15.17000008
318,15-11-1951,0.0,30.25,15.72999954
319,16-11-1951,0.0,30.17000008,15.84000015
320,17-11-1951,0.0,29.44000053,15.88000011
321,18-11-1951,0.0,29.94000053,17.56999969
322,19-11-1951,0.0,30.56999969,19.67000008
323,20-11-1951,0.0,31.60000038,20.60000038
324,21-11-1951,0.0,32.0,21.25
325,22-11-1951,0.0,31.62999916,21.39999962
326,23-11-1951,0.0,32.00999832,19.55999947
327,24-11-1951,0.0,30.68000031,15.60999966
328,25-11-1951,0.0,30.19000053,15.77999973
329,26-11-1951,0.0,31.87000084,16.07999992
330,27-11-1951,0.0,32.31000137,18.70000076
331,28-11-1951,0.0,31.42000008,17.88999939
332,29-11-1951,0.0,31.22999954,17.19000053
333,30-11-1951,0.0,30.42000008,16.57999992
334,12-01-1951,0.0,30.14999962,16.20999908
335,12-02-1951,0.0,30.12000084,16.07999992
336,12-03-1951,0.0,29.79999924,15.35999966
337,12-04-1951,0.0,28.45999908,14.76000023
338,12-05-1951,0.0,28.12000084,12.72000027
339,12-06-1951,0.0,27.71999931,11.90999985
340,12-07-1951,0.0,27.64999962,12.72999954
341,12-08-1951,0.0,28.54000092,13.81000042
342,12-09-1951,0.0,28.57999992,12.17000008
343,12-10-1951,0.0,28.25,13.55000019
344,12-11-1951,0.0,29.61000061,12.89000034
345,12-12-1951,0.0,29.57999992,12.71000004
346,13-12-1951,0.0,29.70000076,12.52999973
347,14-12-1951,0.0,30.14999962,15.75
348,15-12-1951,0.0,30.38999939,16.87000084
349,16-12-1951,0.0,29.98999977,18.0
350,17-12-1951,0.0,29.88999939,17.19000053
351,18-12-1951,0.0,29.84000015,16.17000008
352,19-12-1951,0.0,29.68000031,15.43000031
353,20-12-1951,0.0,29.71999931,15.35000038
354,21-12-1951,0.0,29.71999931,14.43000031
355,22-12-1951,0.0,28.55999947,13.30000019
356,23-12-1951,0.0,27.75,12.18000031
357,24-12-1951,0.0,27.19000053,11.75
358,25-12-1951,0.0,27.56999969,12.51000023
359,26-12-1951,0.0,28.75,15.36999989
360,27-12-1951,0.0,28.56999969,15.02999973
361,28-12-1951,0.0,28.79999924,15.01000023
362,29-12-1951,0.0,28.77000046,15.06999969
363,30-12-1951,0.0,28.93000031,15.17000008
364,31-12-1951,0.0,28.95000076,15.30000019
365,01-01-1952,0.0,28.88999939,15.14999962
366,01-02-1952,0.0,28.78000069,15.10000038
367,01-03-1952,0.0,28.60000038,15.03999996
368,01-04-1952,0.0,28.71999931,14.92000008
369,01-05-1952,0.0,28.89999962,15.02999973
370,01-06-1952,0.0,29.0,15.31999969
371,01-07-1952,0.0,28.88999939,15.27999973
372,01-08-1952,0.0,29.52000046,17.37000084
373,01-09-1952,0.0,30.88999939,17.01000023
374,01-10-1952,0.0,31.44000053,17.51000023
375,01-11-1952,0.0,31.57999992,17.02000046
376,01-12-1952,0.0,31.5,17.61000061
377,13-01-1952,0.0,31.53000069,14.53999996
378,14-01-1952,0.0,30.79999924,13.22999954
379,15-01-1952,0.0,31.54000092,14.59000015
380,16-01-1952,0.0,32.72999954,14.98999977
381,17-01-1952,0.0,32.5,14.73999977
382,18-01-1952,0.0,31.51000023,14.81999969
383,19-01-1952,0.0,31.29000092,14.13000011
384,20-01-1952,0.0,30.73999977,13.02999973
385,21-01-1952,0.0,30.04000092,13.27999973
386,22-01-1952,0.0,29.90999985,14.39999962
387,23-01-1952,0.0,29.96999931,14.44999981
388,24-01-1952,0.0,29.40999985,15.67000008
389,25-01-1952,0.0,29.87999916,15.10999966
390,26-01-1952,0.0,29.35000038,15.43999958
391,27-01-1952,0.0,28.80999947,14.56000042
392,28-01-1952,0.0,29.68000031,13.56000042
393,29-01-1952,0.0,28.26000023,14.67000008
394,30-01-1952,0.0,28.28000069,13.81999969
395,31-01-1952,0.0,29.78000069,15.67000008
396,02-01-1952,0.0,29.45999908,15.15999985
397,02-02-1952,0.0,29.23999977,15.86999989
398,02-03-1952,0.0,28.29000092,16.23999977
399,02-04-1952,0.0,30.22999954,15.69999981
400,02-05-1952,0.0,32.18000031,17.43000031
401,02-06-1952,0.0,32.36000061,18.81999969
402,02-07-1952,0.0,32.54000092,19.78000069
403,02-08-1952,0.0,32.50999832,20.04000092
404,02-09-1952,0.0,32.13999939,18.92000008
405,02-10-1952,0.0,30.32999992,18.44000053
406,02-11-1952,0.0,31.29999924,17.79000092
407,02-12-1952,0.0,32.06000137,18.70999908
408,13-02-1952,0.0,32.95999908,19.30999947
409,14-02-1952,0.0,33.43000031,19.21999931
410,15-02-1952,0.0,33.65000153,17.48999977
411,16-02-1952,0.0,33.97999954,17.76000023
412,17-02-1952,0.0,33.27999878,17.81999969
413,18-02-1952,0.0,33.68999863,17.0
414,19-02-1952,0.0,33.88000107,20.40999985
415,20-02-1952,0.0,34.29000092,19.44000053
416,21-02-1952,0.0,33.91999817,20.89999962
417,22-02-1952,0.0,33.41999817,22.14999962
418,23-02-1952,0.0,32.77000046,20.57999992
419,24-02-1952,0.0,32.22000122,18.77000046
420,25-02-1952,0.0,32.52000046,16.68000031
421,26-02-1952,0.0,32.79999924,17.88999939
422,27-02-1952,0.0,33.75,18.60000038
423,28-02-1952,0.0,34.11000061,18.23999977
424,29-02-1952,0.0,34.08000183,17.29000092
425,03-01-1952,0.0,34.04000092,16.82999992
426,03-02-1952,0.0,34.00999832,20.09000015
427,03-03-1952,0.0,33.11999893,16.35000038
428,03-04-1952,0.0,33.52000046,16.10000038
429,03-05-1952,0.0,34.66999817,17.21999931
430,03-06-1952,0.0,35.58000183,19.25
431,03-07-1952,0.0,35.84999847,20.79999924
432,03-08-1952,0.0,36.11000061,21.37000084
433,03-09-1952,0.0,35.75999832,20.70999908
434,03-10-1952,0.0,35.06000137,20.31999969
435,03-11-1952,0.0,35.02999878,20.36000061
436,03-12-1952,0.0,35.58000183,21.67000008
437,13-03-1952,0.0,35.06000137,22.19000053
438,14-03-1952,0.0,34.88999939,22.68000031
439,15-03-1952,0.0,35.54000092,22.64999962
440,16-03-1952,0.0,35.36999893,21.73999977
441,17-03-1952,0.0,35.02000046,20.59000015
442,18-03-1952,0.0,35.45999908,19.89999962
443,19-03-1952,0.0,35.68000031,18.43000031
444,20-03-1952,0.0,35.27000046,18.90999985
445,21-03-1952,0.0,35.18999863,20.27000046
446,22-03-1952,0.0,35.47999954,22.05999947
447,23-03-1952,0.0,35.36999893,21.37000084
448,24-03-1952,0.0,36.45999908,21.18000031
449,25-03-1952,0.0,36.88000107,20.28000069
450,26-03-1952,0.0,36.97000122,21.10000038
451,27-03-1952,0.0,37.06999969,21.79000092
452,28-03-1952,0.0,37.11000061,22.65999985
453,29-03-1952,0.0,37.5,23.29999924
454,30-03-1952,0.0,37.02999878,23.80999947
